"","EIN","Year","Assets","Liabilities"
"704","04-2675800",2021,29019344,5814404
"705","04-2675800",2022,30485785,5777763
"706","51-0183476",2008,8823183,898524
"707","51-0183476",2009,9183247,1259397
"708","51-0183476",2010,9742650,1167381
"709","51-0183476",2011,12000593,3393151
"710","51-0183476",2012,16777011,7561212
"711","51-0183476",2013,16366358,7009346
"712","51-0183476",2014,17762756,7078410
"713","51-0183476",2015,20012836,7404227
"714","51-0183476",2016,21965670,8260829
"715","51-0183476",2017,21825574,7696572
"716","51-0183476",2018,22366859,7004810
"717","51-0183476",2019,23033865,7760180
"718","51-0183476",2020,25371144,7418290
"719","51-0183476",2021,26155639,6824790
"720","04-2544151",2009,3044982,1375934
"721","04-2544151",2010,8632282,6175566
"722","04-2544151",2011,18364057,15605306
"723","04-2544151",2012,17401138,13064462
"724","04-2544151",2013,17970838,13380247
"725","04-2544151",2014,18411191,13374360
"726","04-2544151",2015,18411440,13190797
"727","04-2544151",2016,18785847,13445042
"728","04-2544151",2017,19238007,13658485
"729","04-2544151",2018,30027791,8731543
"730","04-2544151",2019,28816353,7293482
"731","04-2544151",2020,28792060,7388594
"732","04-2544151",2021,28895449,5344520
"733","04-2544151",2022,27790343,4833779
"734","04-2619517",2009,8996628,1054081
"735","04-2619517",2010,10999688,1578073
"736","04-2619517",2011,31954454,19597051
"737","04-2619517",2012,27901318,13621625
"738","04-2619517",2013,28423010,13103448
"739","04-2619517",2014,27073814,9995488
"740","04-2619517",2015,29710979,10574580
"741","04-2619517",2016,33464262,10434078
"742","04-2619517",2017,34754595,10375584
"743","04-2619517",2018,14842334,9427062
"744","04-2619517",2019,14924569,8945877
"745","04-2619517",2020,20510920,13215287
"746","04-2619517",2021,23296346,13244239
"747","04-2619517",2022,22626221,8767106
"748","06-0897105",2009,26233354,8968296
"749","06-0897105",2010,36526095,10522812
"750","06-0897105",2011,38860859,10030821
"751","06-0897105",2012,41282665,13788615
"752","06-0897105",2013,38065904,10615289
"753","06-0897105",2014,40899867,11377441
"754","06-0897105",2015,42766175,11804255
"755","06-0897105",2016,48313506,13758978
"756","06-0897105",2017,57461187,14262853
"757","06-0897105",2018,73799280,39363023
"758","06-0897105",2019,71182251,39263704
"759","06-0897105",2020,86410701,57817064
"760","06-0897105",2021,117152380,51629572
"761","06-0897105",2022,115442160,45983656
"762","04-2503444",2009,1794214,860271
"763","04-2503444",2010,1792597,1041889
"764","04-2503444",2011,4381051,2291699
"765","04-2503444",2012,14964639,2459371
"766","04-2503444",2013,14004067,2467428
"767","04-2503444",2014,13517740,2148743
"768","04-2503444",2015,13265459,2353600
"769","04-2503444",2016,12943405,2171966
"770","04-2503444",2017,13083885,2305196
"771","04-2503444",2018,13272097,2199018
"772","04-2503444",2019,13592785,2299784
"773","04-2503444",2020,15698955,4295149
"774","04-2503444",2021,16737326,2932019
"775","04-2503444",2022,17085862,2810924
"776","04-2708824",2009,22397377,8589694
"777","04-2708824",2010,22325645,7742441
"778","04-2708824",2011,22626293,6660559
"779","04-2708824",2012,26252653,7198611
"780","04-2708824",2013,30598328,7753231
"781","04-2708824",2014,35781420,6346452
"782","04-2708824",2015,40871275,5576192
"783","04-2708824",2016,43189283,6416326
"784","04-2708824",2017,42990248,5980728
"785","04-2708824",2018,43358578,6076525
"786","04-2708824",2019,42125722,5750641
"787","04-2708824",2020,48299544,9884002
"788","04-2708824",2021,53771821,10548834
"789","04-2708824",2022,54154757,9719789
"790","05-0378071",2009,1749209,594795
"791","05-0378071",2010,1788885,857699
"792","05-0378071",2011,1902518,1151762
"793","05-0378071",2012,2219875,1270821
"794","05-0378071",2013,2267148,1167766
"795","05-0378071",2014,2537395,997367
"796","05-0378071",2015,2898367,710607
"797","05-0378071",2016,3992925,966818
"798","05-0378071",2017,5356022,1020746
"799","05-0378071",2018,5606536,1267863
"800","05-0378071",2019,5509001,1163148
"801","05-0378071",2020,5562571,1348646
"802","05-0378071",2021,5623954,683129
"803","05-0378071",2022,7340950,1054799
"804","22-3160873",2009,6930850,2759153
"805","22-3160873",2010,8415396,2444221
"806","22-3160873",2011,9136341,2857273
"807","22-3160873",2012,10017874,2609296
"808","22-3160873",2013,9616179,2131836
"809","22-3160873",2014,10639337,2875301
"810","22-3160873",2015,10422579,2266597
"811","22-3160873",2016,11864599,2980512
"812","22-3160873",2017,11472131,2380876
"813","22-3160873",2018,11853181,2757509
"814","22-3160873",2019,11437753,2284561
"815","22-3160873",2020,16355059,7172227
"816","22-3160873",2021,18010645,7880094
"817","22-3160873",2022,17651255,4620696
"818","23-7411014",2009,2789768,1965037
"819","23-7411014",2010,5064333,3355632
"820","23-7411014",2011,5627741,3165218
"821","23-7411014",2012,10153733,4875312
"822","23-7411014",2013,9515708,4698993
"823","23-7411014",2014,9408122,4540250
"824","23-7411014",2015,11775075,6232557
"825","23-7411014",2016,17305598,9944938
"826","23-7411014",2017,20935694,11762608
"827","23-7411014",2018,23422112,13366343
"828","23-7411014",2019,25492668,13322813
"829","23-7411014",2020,27406272,13324914
"830","23-7411014",2021,31606827,12558087
"831","23-7411014",2022,35547578,12194455
"832","01-0409494",2009,1490537,1432802
"833","01-0409494",2010,1507145,1688342
"834","01-0409494",2011,1430081,1577772
"835","01-0409494",2012,1630895,1358155
"836","01-0409494",2013,1357773,1211069
"837","01-0409494",2014,1120436,1110511
"838","01-0409494",2015,969970,923612
"839","01-0409494",2016,984573,907305
"840","01-0409494",2017,867615,691608
"841","01-0409494",2018,844184,688125
"842","01-0409494",2019,914719,610047
"843","01-0409494",2020,1361563,646616
"844","01-0409494",2021,2501864,726341
"845","01-0409494",2022,2941893,570698
"846","04-3312968",2009,1241378,761143
"847","04-3312968",2010,1312447,803953
"848","04-3312968",2011,1444709,1325926
"849","04-3312968",2012,1895824,1663622
"850","04-3312968",2013,1500993,1281465
"851","04-3312968",2014,1554449,1093633
"852","04-3312968",2015,1679270,929939
"853","04-3312968",2016,2388115,790163
"854","04-3312968",2017,3388626,817798
"855","04-3312968",2018,4915329,877934
"856","04-3312968",2019,5609733,751224
"857","04-3312968",2020,7121524,2084085
"858","04-3312968",2021,11724719,4023195
"859","04-3312968",2022,12644096,4092710
"860","23-7423047",2009,3408756,2420927
"861","23-7423047",2010,3591213,2249207
"862","23-7423047",2011,3771894,2195554
"863","23-7423047",2012,3869879,2175811
"864","23-7423047",2013,4047725,2255441
"865","23-7423047",2014,3704617,2174883
"866","23-7423047",2015,3741833,2101549
"867","23-7423047",2016,3772185,2072178
"868","23-7423047",2017,4192106,2295757
"869","23-7423047",2018,4215676,2232445
"870","23-7423047",2019,4432965,2190536
"871","23-7423047",2020,4990226,2177030
"872","23-7423047",2021,6977759,3520296
"873","23-7423047",2022,7046555,3076994
"874","06-1416492",2009,5337861,529397
"875","06-1416492",2010,6216326,514954
"876","06-1416492",2011,6316284,578964
"877","06-1416492",2012,5868756,781562
"878","06-1416492",2013,6854932,1152559
"879","06-1416492",2014,8203255,1615641
"880","06-1416492",2015,8056028,1819728
"881","06-1416492",2016,8299870,1744828
"882","06-1416492",2017,10012297,2844294
"883","06-1416492",2018,10333797,2956358
"884","06-1416492",2019,10511651,2603138
"885","06-1416492",2020,11485293,3246184
"886","06-1416492",2021,13089215,3816346
"887","06-1416492",2022,13085294,3075394
"888","01-0467073",2009,1365457,668714
"889","01-0467073",2010,1292368,395327
"890","01-0467073",2011,1395925,402830
"891","01-0467073",2012,1426200,352111
"892","01-0467073",2013,1357336,329723
"893","01-0467073",2014,1405194,326660
"894","01-0467073",2015,1839175,344875
"895","01-0467073",2016,1864657,785970
"896","01-0467073",2017,2763648,510534
"897","01-0467073",2018,3050330,400521
"898","01-0467073",2019,3801018,465115
"899","01-0467073",2020,4510155,360407
"900","01-0467073",2021,5534114,465601
"901","01-0467073",2022,5897750,429777
"902","04-2682152",2009,12492095,2688010
"903","04-2682152",2010,12764470,2218435
"904","04-2682152",2011,12533149,2307542
"905","04-2682152",2012,12732465,2365268
"906","04-2682152",2013,14128305,3582194
"907","04-2682152",2014,14344873,3655003
"908","04-2682152",2015,13715715,3194022
"909","04-2682152",2016,15265720,4260597
"910","04-2682152",2017,15894098,4243632
"911","04-2682152",2018,16341818,3593537
"912","04-2682152",2019,19117271,3544191
"913","04-2682152",2020,24313307,6404882
"914","04-2682152",2021,25157759,3374330
"915","04-2582119",2009,5242198,3607857
"916","04-2582119",2010,6658331,4302549
"917","04-2582119",2011,6660313,5108631
"918","04-2582119",2012,8158138,6931698
"919","04-2582119",2013,7746089,6522245
"920","04-2582119",2014,7723727,6291140
"921","04-2582119",2015,7655873,6006025
"922","04-2582119",2016,9444451,7130384
"923","04-2582119",2017,9376269,6899522
"924","04-2582119",2018,9410490,7185003
"925","04-2582119",2019,9818867,6992194
"926","04-2582119",2020,12016814,9954758
"927","04-2582119",2021,13218349,9325649
"928","04-2582119",2022,13434502,7202360
"929","04-3452697",2009,9044456,4729415
"930","04-3452697",2010,9842493,4922883
"931","04-3452697",2011,14949170,8195472
"932","04-3452697",2012,26714258,14323814
"933","04-3452697",2013,27813570,16235250
"934","04-3452697",2014,27600451,16045650
"935","04-3452697",2015,26774525,14558296
"936","04-3452697",2016,26730594,14540777
"937","04-3452697",2017,26474343,14019355
"938","04-3452697",2018,27570233,13697428
"939","04-3452697",2019,27237429,13555126
"940","04-3452697",2020,32143637,17426556
"941","04-3452697",2021,34131204,13451283
"942","04-3452697",2022,38406305,14806131
"943","03-0215982",2008,4674522,1523935
"944","03-0215982",2009,6009324,1940289
"945","03-0215982",2010,6686161,2048502
"946","03-0215982",2011,7689818,2079766
"947","03-0215982",2012,8386439,2083059
"948","03-0215982",2013,9573459,3496639
"949","03-0215982",2014,10451560,3271805
"950","03-0215982",2015,12558291,3468725
"951","03-0215982",2016,13448367,3254677
"952","03-0215982",2017,15100568,2794894
"953","03-0215982",2018,16655050,2683218
"954","03-0215982",2019,18310943,2390839
"955","03-0215982",2020,21557926,1651165
"956","03-0215982",2021,25264953,1425790
"957","02-0492976",2009,2146483,2128834
"958","02-0492976",2010,2185847,2141582
"959","02-0492976",2011,2133748,2079877
"960","02-0492976",2012,2153395,1995021
"961","02-0492976",2013,2232436,1952733
"962","02-0492976",2014,2365790,1771464
"963","02-0492976",2015,2745906,1757069
"964","02-0492976",2016,2944112,1777023
"965","02-0492976",2018,3742329,2071001
"966","02-0492976",2019,3946169,1984747
"967","02-0492976",2020,5900757,2978342
"968","02-0492976",2021,6590905,2503710
"969","02-0492976",2022,7243621,2801121
"970","01-0514750",2008,16521664,14502528
"971","01-0514750",2009,18996226,16073300
"972","01-0514750",2010,32632025,27717794
"973","01-0514750",2011,36564817,28151147
"974","01-0514750",2012,36870733,26767346
"975","01-0514750",2013,39195331,28694069
"976","01-0514750",2014,38746036,26171873
"977","01-0514750",2015,40302623,24095594
"978","01-0514750",2016,40884305,25442461
"979","01-0514750",2017,38680931,24165609
"980","01-0514750",2018,36465781,24776106
"981","01-0514750",2019,38016277,24015697
"982","01-0514750",2020,45779273,32769264
"983","01-0514750",2021,46450203,33509883
"984","11-3650708",2008,5126365,5081643
"985","11-3650708",2009,8119319,7213168
"986","11-3650708",2010,7962506,6849033
"987","11-3650708",2011,7836597,7029366
"988","11-3650708",2012,9007908,7957386
"989","11-3650708",2013,8269397,7656304
"990","11-3650708",2014,8775594,7796271
"991","11-3650708",2015,7707691,6436842
"992","11-3650708",2016,8116850,6528157
"993","11-3650708",2017,8167824,6196610
"994","11-3650708",2018,8510857,6088199
"995","11-3650708",2019,8007460,6176319
"996","11-3650708",2020,9520751,5766099
"997","11-3650708",2021,10260274,5011099
"998","05-0310024",2009,10708892,4130906
"999","05-0310024",2010,11554934,4632134
"1000","05-0310024",2011,12289659,4966818
"1001","05-0310024",2012,13311876,3996527
"1002","05-0310024",2013,14076166,3733240
"1003","05-0310024",2014,14311346,3264338
"1004","05-0310024",2015,15580218,3330487
"1005","05-0310024",2016,18947841,3437390
"1006","05-0310024",2017,19106889,3515306
"1007","05-0310024",2018,18822156,4090526
"1008","05-0310024",2019,18188460,3533144
"1009","05-0310024",2020,21689272,6550525
"1010","05-0310024",2021,25998847,5292162
"1011","05-0310024",2022,28403669,6145940
"1012","01-0546327",2009,1151786,614098
"1013","01-0546327",2010,1150091,426051
"1014","01-0546327",2011,1467306,584391
"1015","01-0546327",2012,1993671,453494
"1016","01-0546327",2013,2278749,577535
"1017","01-0546327",2014,2385034,654277
"1018","01-0546327",2015,2422611,596335
"1019","01-0546327",2016,2154687,437239
"1020","01-0546327",2017,1594109,349396
"1021","01-0546327",2018,1901628,336106
"1022","01-0546327",2019,2416901,323758
"1023","01-0546327",2020,3701891,1027292
"1024","01-0546327",2021,5037245,455950
"1025","01-6020406",2009,7054018,4548801
"1026","01-6020406",2010,5712281,3207865
"1027","01-6020406",2011,6738417,4002946
"1028","01-6020406",2012,7007916,3909072
"1029","01-6020406",2013,6275961,3339349
"1030","01-6020406",2014,6247075,3111117
"1031","01-6020406",2015,7124610,3100269
"1032","01-6020406",2016,6777076,2731804
"1033","01-6020406",2017,7287246,3036199
"1034","01-6020406",2018,7405433,3005697
"1035","01-6020406",2019,7700371,3094922
"1036","01-6020406",2020,10127224,6561569
"1037","02-0304203",2009,2678262,1198580
"1038","02-0304203",2010,3684531,2181773
"1039","02-0304203",2011,9371285,3027740
"1040","02-0304203",2012,7637679,2132367
"1041","02-0304203",2013,7606666,1906386
"1042","02-0304203",2014,7567435,1685469
"1043","02-0304203",2015,9072937,1453060
"1044","02-0304203",2016,10410839,1128713
"1045","02-0304203",2017,11496428,898691
"1046","02-0304203",2018,15026925,1428689
"1047","02-0304203",2019,15722262,1584028
"1048","02-0304203",2020,20298273,3497177
"1049","02-0304203",2021,22270330,2276271
"1050","56-2286940",2009,2592891,684610
"1051","56-2286940",2010,3473172,625895
"1052","56-2286940",2011,3559984,607941
"1053","56-2286940",2012,4200231,1052511
"1054","56-2286940",2013,10405787,7731810
"1055","56-2286940",2014,12647360,6561730
"1056","56-2286940",2015,10089730,1421711
"1057","56-2286940",2016,10279445,1646623
"1058","56-2286940",2017,9909502,1805283
"1059","56-2286940",2018,11365047,3182414
"1060","56-2286940",2019,11533206,4698890
"1061","56-2286940",2020,5718220,5809714
"1062","56-2286940",2021,5719266,4360659
"1063","56-2286940",2022,5264140,4202125
"1064","91-2187143",2008,307095,433311
"1065","91-2187143",2009,412885,462306
"1066","91-2187143",2010,950664,556169
"1067","91-2187143",2011,1324702,695060
"1068","91-2187143",2012,1404421,1191955
"1069","91-2187143",2013,1448333,1511561
"1070","91-2187143",2014,2554496,1925538
"1071","91-2187143",2015,15157256,8167913
"1072","91-2187143",2016,16373362,9532644
"1073","91-2187143",2017,17538203,10906679
"1074","91-2187143",2018,18618324,10225980
"1075","91-2187143",2019,18065326,9043483
"1076","91-2187143",2020,20484346,9177097
"1077","91-2187143",2021,23773882,8836182
"1078","06-1436620",2009,2101891,473215
"1079","06-1436620",2010,4659782,1487938
"1080","06-1436620",2011,4495964,1331414
"1081","06-1436620",2012,4486302,1354976
"1082","06-1436620",2013,4479341,1347076
"1083","06-1436620",2014,4602765,1279531
"1084","06-1436620",2015,4510733,2482139
"1085","06-1436620",2016,4485221,2517378
"1086","06-1436620",2017,4604339,2565795
"1087","06-1436620",2018,4269885,2768660
"1088","06-1436620",2019,3911593,2830302
"1089","06-1436620",2020,4587775,3996900
"1090","06-1436620",2021,5602930,2772709
"1091","06-1436620",2022,6154083,2754286
"1092","02-0351932",2009,7732308,6723971
"1093","02-0351932",2010,14622211,11351950
"1094","02-0351932",2011,15059156,11298383
"1095","02-0351932",2012,15893659,12357618
"1096","02-0351932",2013,18265539,14783673
"1097","02-0351932",2014,22572416,15022915
"1098","02-0351932",2015,22644964,15099659
"1099","02-0351932",2016,21827580,14086701
"1100","02-0351932",2017,27467574,20326393
"1101","02-0351932",2018,27581972,20778552
"1102","02-0351932",2019,27946846,21230679
"1103","02-0351932",2020,31595862,22217835
"1104","02-0351932",2021,29802318,20315708
"1105","02-0351932",2022,28609694,19379703
"1106","03-0284813",2009,14944138,6086671
"1107","03-0284813",2010,12892723,4805888
"1108","03-0284813",2011,18296700,10523127
"1109","03-0284813",2012,17997768,10600715
