"","EIN","Year","Staff"
"932","05-0310024","2012","695"
"933","05-0310024","2013","695"
"934","05-0310024","2014","632"
"935","05-0310024","2015","672"
"936","05-0310024","2016","0"
"937","05-0310024","2017","835"
"938","05-0310024","2018","808"
"939","05-0310024","2019","867"
"940","05-0310024","2020","520"
"941","05-0310024","2021","601"
"942","01-0546327","2009","76"
"943","01-0546327","2010","63"
"944","01-0546327","2011","63"
"945","01-0546327","2012","76"
"946","01-0546327","2013","100"
"947","01-0546327","2014","106"
"948","01-0546327","2015","119"
"949","01-0546327","2016","101"
"950","01-0546327","2017","98"
"951","01-0546327","2018","89"
"952","01-0546327","2019","88"
"953","01-0546327","2020","87"
"954","01-0546327","2021","111"
"955","01-6020406","2009","328"
"956","01-6020406","2010","301"
"957","01-6020406","2011","297"
"958","01-6020406","2012","290"
"959","01-6020406","2013","285"
"960","01-6020406","2014","286"
"961","01-6020406","2015","247"
"962","01-6020406","2016","293"
"963","01-6020406","2017","294"
"964","01-6020406","2018","294"
"965","01-6020406","2019","288"
"966","01-6020406","2020","297"
"967","02-0304203","2009","105"
"968","02-0304203","2010","132"
"969","02-0304203","2011","141"
"970","02-0304203","2012","147"
"971","02-0304203","2013","134"
"972","02-0304203","2014","133"
"973","02-0304203","2015","137"
"974","02-0304203","2016","141"
"975","02-0304203","2017","162"
"976","02-0304203","2017","193"
"977","02-0304203","2018","350"
"978","02-0304203","2019","334"
"979","02-0304203","2020","331"
"980","56-2286940","2009","45"
"981","56-2286940","2010","45"
"982","56-2286940","2011","47"
"983","56-2286940","2012","64"
"984","56-2286940","2013","69"
"985","56-2286940","2014","89"
"986","56-2286940","2015","81"
"987","56-2286940","2016","93"
"988","56-2286940","2017","92"
"989","56-2286940","2018","95"
"990","56-2286940","2019","95"
"991","56-2286940","2020","101"
"992","56-2286940","2021","106"
"993","91-2187143","2008","52"
"994","91-2187143","2009","78"
"995","91-2187143","2010","139"
"996","91-2187143","2011","155"
"997","91-2187143","2012","184"
"998","91-2187143","2013","192"
"999","91-2187143","2014","216"
"1000","91-2187143","2015","256"
"1001","91-2187143","2016","313"
"1002","91-2187143","2017","333"
"1003","91-2187143","2018","373"
"1004","91-2187143","2019","421"
"1005","06-1436620","2009","63"
"1006","06-1436620","2010","69"
"1007","06-1436620","2011","65"
"1008","06-1436620","2012","72"
"1009","06-1436620","2013","85"
"1010","06-1436620","2014","91"
"1011","06-1436620","2015","96"
"1012","06-1436620","2016","112"
"1013","06-1436620","2017","123"
"1014","06-1436620","2018","130"
"1015","06-1436620","2019","116"
"1016","06-1436620","2020","101"
"1017","06-1436620","2021","109"
"1018","02-0351932","2009","197"
"1019","02-0351932","2010","247"
"1020","02-0351932","2011","225"
"1021","02-0351932","2012","201"
"1022","02-0351932","2013","159"
"1023","02-0351932","2014","178"
"1024","02-0351932","2015","177"
"1025","02-0351932","2016","234"
"1026","02-0351932","2017","244"
"1027","02-0351932","2018","326"
"1028","02-0351932","2019","393"
"1029","02-0351932","2020","352"
"1030","02-0351932","2021","393"
"1031","03-0284813","2009","116"
"1032","03-0284813","2010","198"
"1033","03-0284813","2011","224"
"1034","03-0284813","2012","236"
"1035","03-0284813","2013","244"
"1036","03-0284813","2014","254"
"1037","03-0284813","2015","281"
"1038","03-0284813","2016","283"
"1039","03-0284813","2017","365"
"1040","03-0284813","2018","368"
"1041","03-0284813","2019","366"
"1042","03-0284813","2020","369"
"1043","03-0284813","2021","329"
"1044","23-7125970","2009","405"
"1045","23-7125970","2010","368"
"1046","23-7125970","2011","363"
"1047","23-7125970","2012","359"
"1048","23-7125970","2013","389"
"1049","23-7125970","2014","353"
"1050","23-7125970","2016","363"
"1051","23-7125970","2017","361"
"1052","23-7125970","2018","343"
"1053","23-7125970","2019","336"
"1054","23-7125970","2020","322"
"1055","23-7125970","2021","302"
"1056","04-2678774","2009","270"
"1057","04-2678774","2010","277"
"1058","04-2678774","2011","238"
"1059","04-2678774","2012","276"
"1060","04-2678774","2013","286"
"1061","04-2678774","2014","276"
"1062","04-2678774","2015","296"
"1063","04-2678774","2016","353"
"1064","04-2678774","2017","353"
"1065","04-2678774","2018","371"
"1066","04-2678774","2019","389"
"1067","04-2678774","2020","400"
"1068","04-2678774","2021","377"
"1069","06-0646656","2009","210"
"1070","06-0646656","2010","199"
"1071","06-0646656","2011","197"
"1072","06-0646656","2012","217"
"1073","06-0646656","2013","211"
"1074","06-0646656","2014","215"
"1075","06-0646656","2015","225"
"1076","06-0646656","2016","222"
"1077","06-0646656","2017","222"
"1078","06-0646656","2018","238"
"1079","06-0646656","2019","266"
"1080","06-0646656","2020","276"
"1081","06-0646656","2021","273"
"1082","47-0870772","2009","15"
"1083","47-0870772","2010","15"
"1084","47-0870772","2011","15"
"1085","47-0870772","2012","16"
"1086","47-0870772","2013","18"
"1087","47-0870772","2014","23"
"1088","47-0870772","2015","27"
"1089","47-0870772","2016","27"
"1090","47-0870772","2018","28"
"1091","47-0870772","2019","0"
"1092","47-0870772","2020","51"
"1093","47-0870772","2021","57"
"1094","45-4960453","2013","0"
"1095","45-4960453","2014","54"
"1096","45-4960453","2015","71"
"1097","45-4960453","2016","70"
"1098","45-4960453","2017","93"
"1099","45-4960453","2018","118"
"1100","45-4960453","2019","126"
"1101","45-4960453","2020","158"
"1102","45-4960453","2021","177"
"1103","27-2759990","2014","0"
"1104","27-2759990","2015","18"
"1105","27-2759990","2016","22"
"1106","27-2759990","2017","18"
"1107","27-2759990","2018","30"
"1108","27-2759990","2019","28"
"1109","27-2759990","2020","39"
"1110","27-2759990","2021","41"
"1111","02-0487172","2009","93"
"1112","02-0487172","2010","94"
"1113","02-0487172","2011","100"
"1114","02-0487172","2012","102"
"1115","02-0487172","2013","102"
"1116","02-0487172","2014","120"
"1117","02-0487172","2015","120"
"1118","02-0487172","2016","125"
"1119","02-0487172","2017","133"
"1120","02-0487172","2018","139"
"1121","02-0487172","2019","138"
"1122","02-0487172","2020","153"
"1123","02-0487172","2021","179"
"1124","26-3010066","2013","16"
"1125","26-3010066","2014","20"
"1126","26-3010066","2015","27"
"1127","26-3010066","2016","33"
"1128","26-3010066","2017","45"
"1129","26-3010066","2018","43"
"1130","26-3010066","2019","49"
"1131","26-3010066","2020","64"
"1132","26-3010066","2021","64"
"1133","46-0938716","2014","0"
"1134","46-0938716","2015","0"
"1135","46-0938716","2016","0"
"1136","46-0938716","2017","0"
"1137","46-0938716","2018","0"
"1138","46-0938716","2019","0"
"1139","46-0938716","2020","126"
"1140","46-0938716","2021","139"
"1141","23-7211732","2008","421"
"1142","23-7211732","2009","420"
"1143","23-7211732","2010","439"
"1144","23-7211732","2011","465"
"1145","23-7211732","2012","492"
"1146","23-7211732","2013","533"
"1147","23-7211732","2014","577"
"1148","23-7211732","2015","599"
"1149","23-7211732","2016","635"
"1150","23-7211732","2017","646"
"1151","23-7211732","2018","649"
"1152","23-7211732","2019","661"
"1153","04-2600042","2010","105"
"1154","04-2600042","2011","96"
"1155","04-2600042","2012","94"
"1156","04-2600042","2013","92"
"1157","04-2600042","2014","90"
"1158","04-2600042","2015","102"
"1159","04-2600042","2016","95"
"1160","04-2600042","2017","98"
"1161","04-2600042","2018","96"
"1162","04-2600042","2019","106"
"1163","04-2600042","2020","122"
"1164","06-0867065","2009","963"
"1165","06-0867065","2010","931"
"1166","06-0867065","2011","951"
"1167","06-0867065","2012","977"
"1168","06-0867065","2013","1046"
"1169","06-0867065","2014","1071"
"1170","06-0867065","2015","1135"
"1171","06-0867065","2016","1160"
"1172","06-0867065","2017","1179"
"1173","06-0867065","2018","1201"
"1174","06-0867065","2019","1200"
"1175","06-0867065","2020","1245"
"1176","06-0867065","2021","1154"
"1177","06-0653142","2009","367"
"1178","06-0653142","2010","348"
"1179","06-0653142","2011","353"
"1180","06-0653142","2012","385"
"1181","06-0653142","2013","413"
"1182","06-0653142","2014","403"
"1183","06-0653142","2015","410"
"1184","06-0653142","2016","430"
"1185","06-0653142","2017","471"
"1186","06-0653142","2018","477"
"1187","06-0653142","2019","482"
"1188","06-0653142","2020","515"
"1189","06-0653142","2021","479"
"1190","16-1294447","2008","98"
"1191","16-1294447","2009","101"
"1192","16-1294447","2010","103"
"1193","16-1294447","2011","126"
"1194","16-1294447","2012","155"
"1195","16-1294447","2013","170"
"1196","16-1294447","2014","166"
"1197","16-1294447","2015","211"
"1198","16-1294447","2016","253"
"1199","16-1294447","2017","323"
"1200","16-1294447","2018","372"
"1201","16-1294447","2019","407"
"1202","16-1294447","2020","427"
"1203","16-1294447","2021","443"
"1204","13-3666994","2008","45"
"1205","13-3666994","2009","61"
"1206","13-3666994","2010","62"
"1207","13-3666994","2011","61"
"1208","13-3666994","2012","81"
"1209","13-3666994","2013","79"
"1210","13-3666994","2014","86"
"1211","13-3666994","2015","98"
"1212","13-3666994","2016","185"
"1213","13-3666994","2017","0"
"1214","13-3666994","2018","148"
"1215","13-3666994","2019","162"
"1216","13-3666994","2020","178"
"1217","22-2682708","2009","202"
"1218","22-2682708","2010","201"
"1219","22-2682708","2011","174"
"1220","22-2682708","2012","149"
"1221","22-2682708","2013","169"
"1222","22-2682708","2014","143"
"1223","22-2682708","2015","179"
"1224","22-2682708","2016","180"
"1225","22-2682708","2017","191"
"1226","22-2682708","2018","186"
"1227","22-2682708","2019","191"
"1228","22-2682708","2020","212"
"1229","22-2682708","2021","247"
"1230","13-2922147","2008","270"
"1231","13-2922147","2009","250"
"1232","13-2922147","2010","219"
"1233","13-2922147","2011","232"
"1234","13-2922147","2012","245"
"1235","13-2922147","2013","230"
"1236","13-2922147","2014","234"
"1237","13-2922147","2015","254"
"1238","13-2922147","2016","231"
"1239","13-2922147","2017","241"
"1240","13-2922147","2018","258"
"1241","13-2922147","2019","287"
"1242","13-2661509","2009","300"
"1243","13-2661509","2010","298"
"1244","13-2661509","2011","314"
"1245","13-2661509","2012","332"
"1246","13-2661509","2013","324"
"1247","13-2661509","2014","302"
"1248","13-2661509","2015","307"
"1249","13-2661509","2016","308"
"1250","13-2661509","2017","285"
"1251","13-2661509","2018","262"
"1252","13-2661509","2019","196"
"1253","13-2661509","2020","107"
"1254","13-2661509","2021","87"
"1255","16-1080039","2008","435"
"1256","16-1080039","2009","0"
"1257","16-1080039","2010","0"
"1258","16-1080039","2011","0"
"1259","16-1080039","2012","0"
"1260","16-1080039","2013","0"
"1261","16-1080039","2014","0"
"1262","16-1080039","2015","352"
"1263","16-1080039","2016","321"
"1264","16-1080039","2017","285"
"1265","16-1080039","2018","238"
"1266","16-1080039","2019","245"
"1267","16-1020913","2008","183"
"1268","16-1020913","2009","193"
"1269","16-1020913","2010","184"
"1270","16-1020913","2011","163"
"1271","16-1020913","2012","149"
"1272","16-1020913","2013","177"
"1273","16-1020913","2014","186"
"1274","16-1020913","2015","213"
"1275","16-1020913","2016","225"
"1276","16-1020913","2017","254"
"1277","16-1020913","2018","248"
"1278","16-1020913","2019","266"
"1279","16-1020913","2020","337"
"1280","16-1020913","2021","405"
"1281","13-6213532","2009","153"
"1282","13-6213532","2010","211"
"1283","13-6213532","2011","200"
"1284","13-6213532","2012","200"
"1285","13-6213532","2013","201"
"1286","13-6213532","2014","195"
"1287","13-6213532","2015","221"
"1288","13-6213532","2016","220"
"1289","13-6213532","2017","224"
"1290","13-6213532","2018","227"
"1291","13-6213532","2019","225"
"1292","13-6213532","2020","220"
"1293","13-6213532","2021","235"
"1294","13-2884976","2008","430"
"1295","13-2884976","2009","498"
"1296","13-2884976","2010","473"
"1297","13-2884976","2011","413"
"1298","13-2884976","2012","412"
"1299","13-2884976","2013","435"
"1300","13-2884976","2014","434"
"1301","13-2884976","2015","491"
"1302","13-2884976","2016","493"
"1303","13-2884976","2017","504"
"1304","13-2884976","2018","493"
"1305","13-2884976","2019","529"
"1306","22-2747589","2008","176"
"1307","22-2747589","2009","197"
"1308","22-2747589","2010","219"
"1309","22-2747589","2011","260"
"1310","22-2747589","2012","307"
"1311","22-2747589","2013","299"
"1312","22-2747589","2014","351"
"1313","22-2747589","2015","373"
"1314","22-2747589","2016","396"
"1315","22-2747589","2017","432"
"1316","22-2747589","2018","418"
"1317","22-2747589","2019","436"
"1318","16-1293681","2008","29"
"1319","16-1293681","2009","18"
"1320","16-1293681","2010","96"
"1321","16-1293681","2011","120"
"1322","16-1293681","2012","124"
"1323","16-1293681","2013","123"
"1324","16-1293681","2014","136"
"1325","16-1293681","2015","147"
"1326","16-1293681","2016","167"
"1327","16-1293681","2017","169"
"1328","16-1293681","2018","167"
"1329","16-1293681","2019","184"
"1330","06-1036715","2008","200"
"1331","06-1036715","2009","196"
"1332","06-1036715","2010","231"
"1333","06-1036715","2011","296"
"1334","06-1036715","2012","372"
"1335","06-1036715","2013","414"
"1336","06-1036715","2014","385"
"1337","06-1036715","2015","419"
"1338","06-1036715","2016","456"
"1339","06-1036715","2017","501"
"1340","06-1036715","2018","688"
"1341","06-1036715","2019","667"
"1342","06-1036715","2020","628"
"1343","23-7036393","2008","104"
"1344","23-7036393","2009","115"
"1345","23-7036393","2010","124"
"1346","23-7036393","2011","120"
"1347","23-7036393","2012","96"
"1348","23-7036393","2013","239"
"1349","23-7036393","2014","242"
"1350","23-7036393","2015","258"
"1351","23-7036393","2016","268"
"1352","23-7036393","2017","268"
"1353","23-7036393","2018","259"
"1354","23-7036393","2019","290"
"1355","23-7036393","2020","296"
"1356","22-2159336","2009","274"
"1357","22-2159336","2010","288"
"1358","22-2159336","2011","294"
"1359","22-2159336","2012","318"
"1360","22-2159336","2013","328"
"1361","22-2159336","2014","317"
"1362","22-2159336","2015","318"
"1363","22-2159336","2016","318"
"1364","22-2159336","2017","336"
"1365","22-2159336","2018","308"
"1366","22-2159336","2019","314"
"1367","22-2159336","2020","303"
"1368","13-2957943","2008","105"
"1369","13-2957943","2009","105"
"1370","13-2957943","2010","103"
"1371","13-2957943","2011","97"
"1372","13-2957943","2012","106"
"1373","13-2957943","2013","102"
"1374","13-2957943","2014","101"
"1375","13-2957943","2015","108"
"1376","13-2957943","2016","112"
"1377","13-2957943","2017","114"
"1378","13-2957943","2018","122"
"1379","13-2957943","2019","124"
"1380","13-2697725","2008","135"
"1381","13-2697725","2009","99"
"1382","13-2697725","2010","100"
"1383","13-2697725","2011","87"
"1384","13-2697725","2012","83"
"1385","13-2697725","2013","76"
"1386","13-2697725","2014","133"
"1387","13-2697725","2015","70"
"1388","13-2697725","2016","78"
"1389","13-2697725","2017","83"
"1390","13-2697725","2018","95"
"1391","13-2697725","2019","116"
"1392","13-2697725","2020","118"
"1393","13-2697725","2021","128"
"1394","11-2329960","2008","140"
"1395","11-2329960","2009","159"
"1396","11-2329960","2010","178"
"1397","11-2329960","2011","199"
"1398","11-2329960","2012","199"
"1399","11-2329960","2013","230"
"1400","11-2329960","2014","291"
"1401","11-2329960","2015","329"
"1402","11-2329960","2016","380"
"1403","11-2329960","2017","438"
"1404","11-2329960","2018","464"
"1405","11-2329960","2019","451"
"1406","11-2329960","2020","479"
"1407","22-1927742","2009","233"
